2025-03-19 18:03:56,283 INFO, id, order_time, fill_time, price, inst, side, status, quantity, fill_price, order_type, signal
2025-03-19 18:03:56,288 INFO, 0, 1423214134357604408, 1423214137363889969, 5420.95, 757, BUY, FILLED, 1,5417.85, AGGRESSIVE, COVER
2025-03-19 18:03:56,288 INFO, 1, 1423214137363889969, 1423214139039721980, 5398.45, 757, BUY, FILLED, 1,5398.4, AGGRESSIVE, COVER
2025-03-19 18:03:56,288 INFO, 2, 1423214139039721980, 1423214140109018721, 5418.45, 757, BUY, FILLED, 1,5420.95, AGGRESSIVE, COVER
2025-03-19 18:03:56,288 INFO, 3, 1423214140109018721, 1423214144284506835, 5420.95, 757, BUY, FILLED, 1,5420.35, AGGRESSIVE, COVER
2025-03-19 18:03:56,289 INFO, 4, 1423214144284506835, 1423214145489779335, 5422.9, 757, BUY, FILLED, 1,5425.0, AGGRESSIVE, COVER
2025-03-19 18:03:56,289 INFO, 5, 1423214145489779335, 1423214147412337891, 5425.0, 757, BUY, FILLED, 1,5426.55, AGGRESSIVE, COVER
2025-03-19 18:03:56,289 INFO, 6, 1423214147412337891, 1423214149095082579, 5429.95, 757, BUY, FILLED, 1,5429.95, AGGRESSIVE, COVER
2025-03-19 18:03:56,290 INFO, 7, 1423214149095082579, 1423214150389495357, 5429.95, 757, BUY, FILLED, 1,5429.95, AGGRESSIVE, COVER
2025-03-19 18:03:56,290 INFO, 8, 1423214150389495357, 1423214152095095898, 5429.95, 757, BUY, FILLED, 1,5432.95, AGGRESSIVE, COVER
2025-03-19 18:03:56,290 INFO, 9, 1423214152095095898, 1423214159864814777, 5435.95, 757, BUY, FILLED, 1,5435.95, AGGRESSIVE, COVER
2025-03-19 18:03:56,291 INFO, 10, 1423214159864814777, 1423214161095163879, 5435.95, 757, BUY, FILLED, 1,5421.7, AGGRESSIVE, COVER
2025-03-19 18:03:56,291 INFO, 11, 1423214161095163879, 1423214163410342352, 5421.65, 757, BUY, FILLED, 1,5427.3, AGGRESSIVE, COVER
2025-03-19 18:03:56,291 INFO, 12, 1423214163410342352, 1423214164845096221, 5426.05, 757, BUY, FILLED, 1,5424.25, AGGRESSIVE, COVER
2025-03-19 18:03:56,291 INFO, 13, 1423214164845096221, 1423214167095126462, 5422.5, 757, BUY, FILLED, 1,5423.45, AGGRESSIVE, COVER
2025-03-19 18:03:56,292 INFO, 14, 1423214167095126462, 1423214168389672306, 5421.25, 757, BUY, FILLED, 1,5421.2, AGGRESSIVE, COVER
2025-03-19 18:03:56,292 INFO, 15, 1423214168389672306, 1423214169865350896, 5421.2, 757, BUY, FILLED, 1,5427.3, AGGRESSIVE, COVER
2025-03-19 18:03:56,292 INFO, 16, 1423214169865350896, 1423214171595080502, 5427.3, 757, BUY, FILLED, 1,5420.95, AGGRESSIVE, COVER
2025-03-19 18:03:56,293 INFO, 17, 1423214171595080502, 1423214173095181807, 5419.0, 757, BUY, FILLED, 1,5418.75, AGGRESSIVE, COVER
2025-03-19 18:03:56,293 INFO, 18, 1423214173095181807, 1423214177412931000, 5418.75, 757, BUY, FILLED, 1,5415.15, AGGRESSIVE, COVER
2025-03-19 18:03:56,293 INFO, 19, 1423214177412931000, 1423214180099541011, 5411.25, 757, BUY, FILLED, 1,5407.5, AGGRESSIVE, COVER
2025-03-19 18:03:56,294 INFO, 20, 1423214180099541011, 1423214193137707360, 5407.5, 757, BUY, FILLED, 1,5407.55, AGGRESSIVE, COVER
2025-03-19 18:03:56,294 INFO, 21, 1423214193137707360, 1423214197095078211, 5407.55, 757, BUY, FILLED, 1,5407.55, AGGRESSIVE, COVER
2025-03-19 18:03:56,295 INFO, 22, 1423214197095078211, 1423214214711401635, 5407.55, 757, BUY, FILLED, 1,5407.55, AGGRESSIVE, COVER
2025-03-19 18:03:56,295 INFO, 23, 1423214214711401635, 1423214215846726963, 5407.55, 757, BUY, FILLED, 1,5407.55, AGGRESSIVE, COVER
2025-03-19 18:03:56,295 INFO, 24, 1423214215846726963, 1423214229412894208, 5407.5, 757, BUY, FILLED, 1,5400.55, AGGRESSIVE, COVER
2025-03-19 18:03:56,296 INFO, 25, 1423214229412894208, 1423214250100280419, 5400.55, 757, BUY, FILLED, 1,5400.55, AGGRESSIVE, COVER
2025-03-19 18:03:56,296 INFO, 26, 1423214250100280419, 1423214253410648052, 5400.55, 757, BUY, FILLED, 1,5400.5, AGGRESSIVE, COVER
2025-03-19 18:03:56,297 INFO, 27, 1423214253410648052, 1423214261116323890, 5400.0, 757, BUY, FILLED, 1,5396.25, AGGRESSIVE, COVER
2025-03-19 18:03:56,297 INFO, 28, 1423214261116323890, 1423214263389914515, 5396.25, 757, BUY, FILLED, 1,5392.5, AGGRESSIVE, COVER
2025-03-19 18:03:56,297 INFO, 29, 1423214263389914515, 1423214264543290959, 5392.5, 757, BUY, FILLED, 1,5396.25, AGGRESSIVE, COVER
2025-03-19 18:03:56,298 INFO, 30, 1423214264543290959, 1423214270000525751, 5396.25, 757, BUY, FILLED, 1,5392.5, AGGRESSIVE, COVER
2025-03-19 18:03:56,298 INFO, 31, 1423214270000525751, 1423214272095140782, 5392.5, 757, BUY, FILLED, 1,5392.5, AGGRESSIVE, COVER
2025-03-19 18:03:56,298 INFO, 32, 1423214272095140782, 1423214280101910627, 5391.65, 757, BUY, FILLED, 1,5391.65, AGGRESSIVE, COVER
2025-03-19 18:03:56,299 INFO, 33, 1423214280101910627, 1423214284422402819, 5390.4, 757, BUY, FILLED, 1,5390.4, AGGRESSIVE, COVER
2025-03-19 18:03:56,299 INFO, 34, 1423214284422402819, 1423214290098787488, 5386.0, 757, BUY, FILLED, 1,5386.0, AGGRESSIVE, COVER
2025-03-19 18:03:56,299 INFO, 35, 1423214290098787488, 1423214291890771715, 5386.0, 757, BUY, FILLED, 1,5390.0, AGGRESSIVE, COVER
2025-03-19 18:03:56,300 INFO, 36, 1423214291890771715, 1423214297244014917, 5390.0, 757, BUY, FILLED, 1,5390.0, AGGRESSIVE, COVER
2025-03-19 18:03:56,300 INFO, 37, 1423214297244014917, 1423214337622555783, 5384.8, 757, BUY, FILLED, 1,5384.8, AGGRESSIVE, COVER
2025-03-19 18:03:56,301 INFO, 38, 1423214337622555783, 1423214344751233061, 5379.35, 757, BUY, FILLED, 1,5388.65, AGGRESSIVE, COVER
2025-03-19 18:03:56,301 INFO, 39, 1423214344751233061, 1423214346103312399, 5388.65, 757, BUY, FILLED, 1,5384.85, AGGRESSIVE, COVER
2025-03-19 18:03:56,301 INFO, 40, 1423214346103312399, 1423214352387534574, 5384.85, 757, BUY, FILLED, 1,5384.9, AGGRESSIVE, COVER
2025-03-19 18:03:56,302 INFO, 41, 1423214352387534574, 1423214358413620546, 5384.9, 757, BUY, FILLED, 1,5391.5, AGGRESSIVE, COVER
2025-03-19 18:03:56,302 INFO, 42, 1423214358413620546, 1423214365108558671, 5389.2, 757, BUY, FILLED, 1,5384.9, AGGRESSIVE, COVER
2025-03-19 18:03:56,303 INFO, 43, 1423214365108558671, 1423214373345068266, 5384.9, 757, BUY, FILLED, 1,5384.9, AGGRESSIVE, COVER
2025-03-19 18:03:56,303 INFO, 44, 1423214373345068266, 1423214382568161092, 5384.9, 757, BUY, FILLED, 1,5384.9, AGGRESSIVE, COVER
2025-03-19 18:03:56,303 INFO, 45, 1423214382568161092, 1423214387245293970, 5384.9, 757, BUY, FILLED, 1,5377.55, AGGRESSIVE, COVER
