2025-03-19 18:03:56,283 INFO, id, order_time, fill_time, price, inst, side, status, quantity, fill_price, order_type, signal
2025-03-19 18:03:56,287 INFO, 0, 1423214134357604408, None, 5420.95, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,288 INFO, 1, 1423214137363889969, None, 5398.45, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,288 INFO, 2, 1423214139039721980, None, 5418.45, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,288 INFO, 3, 1423214140109018721, None, 5420.95, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,289 INFO, 4, 1423214144284506835, None, 5422.9, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,289 INFO, 5, 1423214145489779335, None, 5425.0, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,289 INFO, 6, 1423214147412337891, None, 5429.95, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,290 INFO, 7, 1423214149095082579, None, 5429.95, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,290 INFO, 8, 1423214150389495357, None, 5429.95, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,290 INFO, 9, 1423214152095095898, None, 5435.95, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,291 INFO, 10, 1423214159864814777, None, 5435.95, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,291 INFO, 11, 1423214161095163879, None, 5421.65, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
2025-03-19 18:03:56,291 INFO, 12, 1423214163410342352, None, 5426.05, 757, BUY, PENDING, 1,0, AGGRESSIVE, COVER
