Token,PNL,Volume traded,Total orders,Winning trades,Annualised Sharpe ratio,Drawdown
1270,1.7500000000002274,8,8,4,21.015016090585693,0.0
383,2.2499999999990905,34,34,11,5.0184734243401765,-0.7222222222221836
