Token,PNL,Volume traded,Total orders,Winning trades,Annualised Sharpe ratio,Drawdown
1270,2.449999999999818,10,10,4,10.06384041158898,-0.8181818181818229
383,1.7999999999997272,18,18,6,8.570734500527898,-0.5714285714285482
