2025-03-20 17:49:27,053 INFO, inst,timestamp,position,pnl
2025-03-20 17:49:28,218 INFO, 1270,1424338305699928508,200,-1110.3000000000175
2025-03-20 17:49:28,241 INFO, 1270,1424338805991161243,200,-1010.3000000000175
2025-03-20 17:49:28,245 INFO, 383,1424257912146865707,100,359.25000000000364
2025-03-20 17:49:28,263 INFO, 1270,1424339307930069879,200,-970.3000000000175
2025-03-20 17:49:28,274 INFO, 383,1424258412767755211,100,209.25000000000364
2025-03-20 17:49:28,285 INFO, 1270,1424339809690096563,200,-860.3000000000175
2025-03-20 17:49:28,299 INFO, 383,1424258912934312244,100,269.25000000000364
2025-03-20 17:49:28,304 INFO, 1270,1424340309905846532,200,-680.3000000000175
2025-03-20 17:49:28,322 INFO, 1270,1424340811990071190,200,-1120.3000000000175
2025-03-20 17:49:28,323 INFO, 383,1424259413423618574,100,194.25000000000364
2025-03-20 17:49:28,343 INFO, 1270,1424341313100185992,200,-1820.3000000000175
2025-03-20 17:49:28,347 INFO, 383,1424259913499279444,100,229.25000000000364
2025-03-20 17:49:28,364 INFO, 1270,1424341813680069787,200,-1990.3000000000175
2025-03-20 17:49:28,371 INFO, 383,1424260413570067688,100,164.25000000000364
2025-03-20 17:49:28,386 INFO, 1270,1424342314520065184,200,-2070.3000000000175
2025-03-20 17:49:28,397 INFO, 383,1424260913810079912,100,294.25000000000364
2025-03-20 17:49:28,407 INFO, 1270,1424342814900067091,200,-2050.3000000000175
2025-03-20 17:49:28,420 INFO, 383,1424261413965069145,100,249.25000000000364
2025-03-20 17:49:28,427 INFO, 1270,1424343315728128609,200,-1330.3000000000175
2025-03-20 17:49:28,443 INFO, 383,1424261914110062171,100,214.25000000000364
2025-03-20 17:49:28,448 INFO, 1270,1424343815883305992,200,-860.3000000000175
2025-03-20 17:49:28,466 INFO, 383,1424262414930071870,100,219.25000000000364
2025-03-20 17:49:28,468 INFO, 1270,1424344316680655606,200,-1850.3000000000175
2025-03-20 17:49:28,488 INFO, 1270,1424344816885063371,200,-1000.3000000000175
2025-03-20 17:49:28,489 INFO, 383,1424262915160073891,100,189.25000000000364
2025-03-20 17:49:28,507 INFO, 1270,1424345317685068757,200,-890.3000000000175
2025-03-20 17:49:28,512 INFO, 383,1424263415555787561,100,139.25000000000364
2025-03-20 17:49:28,527 INFO, 1270,1424345817775070405,200,-820.3000000000175
2025-03-20 17:49:28,535 INFO, 383,1424263915675065580,100,189.25000000000364
2025-03-20 17:49:28,546 INFO, 1270,1424346318434218897,200,-620.3000000000175
2025-03-20 17:49:28,558 INFO, 383,1424264416635043519,100,314.25000000000364
2025-03-20 17:49:28,565 INFO, 1270,1424346819460071934,200,-740.3000000000175
2025-03-20 17:49:28,583 INFO, 383,1424264917465065968,100,199.25000000000364
2025-03-20 17:49:28,585 INFO, 1270,1424347321725074493,200,-750.3000000000175
2025-03-20 17:49:28,604 INFO, 1270,1424347833994193026,200,-720.3000000000175
2025-03-20 17:49:28,608 INFO, 383,1424265418385065132,100,139.25000000000364
2025-03-20 17:49:28,623 INFO, 1270,1424348337470067412,200,-600.3000000000175
2025-03-20 17:49:28,631 INFO, 383,1424265919175064699,100,199.25000000000364
2025-03-20 17:49:28,642 INFO, 1270,1424348842325084510,200,-720.3000000000175
2025-03-20 17:49:28,655 INFO, 383,1424266421057688430,100,249.25000000000364
2025-03-20 17:49:28,662 INFO, 1270,1424349353172292213,200,-410.30000000001746
2025-03-20 17:49:28,680 INFO, 383,1424266922310623656,100,454.25000000000364
2025-03-20 17:49:28,683 INFO, 1270,1424349863205071012,200,-850.3000000000175
2025-03-20 17:49:28,705 INFO, 1270,1424350363455330209,200,-1070.3000000000175
2025-03-20 17:49:28,705 INFO, 383,1424267422970060865,100,404.25000000000364
2025-03-20 17:49:28,727 INFO, 1270,1424350864430136480,200,-920.3000000000175
2025-03-20 17:49:28,730 INFO, 383,1424267923555251140,100,239.25000000000364
2025-03-20 17:49:28,749 INFO, 1270,1424351364465064465,200,-980.3000000000175
2025-03-20 17:49:28,756 INFO, 383,1424268424609781312,100,279.25000000000364
2025-03-20 17:49:28,772 INFO, 1270,1424351865160109504,200,-970.3000000000175
2025-03-20 17:49:28,780 INFO, 383,1424268926561721258,100,299.25000000000364
2025-03-20 17:49:28,793 INFO, 1270,1424352365195083227,200,-840.3000000000175
2025-03-20 17:49:28,803 INFO, 383,1424269427011143689,100,354.25000000000364
2025-03-20 17:49:28,815 INFO, 1270,1424352865435671575,200,-730.3000000000175
2025-03-20 17:49:28,826 INFO, 383,1424269927545670284,100,304.25000000000364
2025-03-20 17:49:28,841 INFO, 1270,1424353366865067540,200,-710.3000000000175
2025-03-20 17:49:28,846 INFO, inst,timestamp,position,pnl
2025-03-20 17:49:28,858 INFO, 383,1424270428132831238,100,334.25000000000364
2025-03-20 17:49:28,869 INFO, 1270,1424353868522436877,200,-650.3000000000175
2025-03-20 17:49:28,886 INFO, 383,1424270929066145480,100,394.25000000000364
2025-03-20 17:49:28,890 INFO, 526,1424251402180058907,100,376.6499999999869
2025-03-20 17:49:28,893 INFO, 1270,1424354368535062025,200,-410.30000000001746
2025-03-20 17:49:28,915 INFO, 383,1424271429565505467,100,404.25000000000364
2025-03-20 17:49:28,920 INFO, 1270,1424354868711072354,200,-590.3000000000175
2025-03-20 17:49:28,921 INFO, 526,1424251902314792826,100,221.6499999999869
2025-03-20 17:49:28,949 INFO, 383,1424271929579845714,100,449.25000000000364
2025-03-20 17:49:28,950 INFO, 1270,1424355370620069559,200,-370.30000000001746
2025-03-20 17:49:28,954 INFO, 526,1424252404800059463,100,226.6499999999869
2025-03-20 17:49:28,979 INFO, 1270,1424355870630074086,200,-350.30000000001746
2025-03-20 17:49:28,981 INFO, 383,1424272429740078359,100,419.25000000000364
2025-03-20 17:49:28,984 INFO, 526,1424252906010070227,100,326.6499999999869
2025-03-20 17:49:29,001 INFO, 1270,1424356371235063422,200,-120.30000000001746
2025-03-20 17:49:29,006 INFO, 383,1424272930431441102,100,469.25000000000364
2025-03-20 17:49:29,007 INFO, 526,1424253407064068086,100,226.6499999999869
2025-03-20 17:49:29,021 INFO, 1270,1424356872218325500,200,109.69999999998254
2025-03-20 17:49:29,028 INFO, 383,1424274000064994438,100,584.2500000000036
2025-03-20 17:49:29,028 INFO, 526,1424253907400067193,100,181.6499999999869
2025-03-20 17:49:29,033 INFO, 383,1424274518816300996,100,469.25000000000364
2025-03-20 17:49:29,035 INFO, 383,1424275042231328382,100,469.25000000000364
2025-03-20 17:49:29,036 INFO, 383,1424337301025090273,100,489.25000000000364
2025-03-20 17:49:29,041 INFO, 1270,1424357373530069971,200,169.69999999998254
2025-03-20 17:49:29,050 INFO, 526,1424254408890059713,100,186.6499999999869
2025-03-20 17:49:29,066 INFO, 1270,1424357876886068191,200,79.69999999998254
2025-03-20 17:49:29,070 INFO, 383,1424337801988801422,200,-108.19999999998254
2025-03-20 17:49:29,072 INFO, 526,1424254910272498139,100,281.6499999999869
2025-03-20 17:49:29,089 INFO, 1270,1424358377810061565,200,319.69999999998254
2025-03-20 17:49:29,095 INFO, 526,1424255411226147964,100,336.6499999999869
2025-03-20 17:49:29,097 INFO, 383,1424338302303952970,200,-418.19999999998254
2025-03-20 17:49:29,111 INFO, 1270,1424358878705061666,200,339.69999999998254
2025-03-20 17:49:29,116 INFO, 526,1424255911580066738,100,446.6499999999869
2025-03-20 17:49:29,122 INFO, 383,1424338803134379690,200,-178.19999999998254
2025-03-20 17:49:29,135 INFO, 1270,1424359379595988293,0,359.69999999998254
2025-03-20 17:49:29,137 INFO, 526,1424256412150057180,100,431.6499999999869
2025-03-20 17:49:29,145 INFO, 383,1424339303925458749,200,-208.19999999998254
2025-03-20 17:49:29,155 INFO, 1270,1424360528849960438,0,359.69999999998254
2025-03-20 17:49:29,156 INFO, 1270,1424361328101695206,0,359.69999999998254
2025-03-20 17:49:29,157 INFO, 526,1424256912380056554,100,476.6499999999869
2025-03-20 17:49:29,171 INFO, 383,1424339804033223374,200,-238.19999999998254
2025-03-20 17:49:29,180 INFO, 526,1424257413320065332,100,416.6499999999869
2025-03-20 17:49:29,194 INFO, 383,1424340304456073527,200,-28.199999999982538
2025-03-20 17:49:29,201 INFO, 526,1424257914550545158,100,241.6499999999869
2025-03-20 17:49:29,218 INFO, 383,1424340805289422949,200,-168.19999999998254
2025-03-20 17:49:29,223 INFO, 526,1424258415060060485,100,151.6499999999869
2025-03-20 17:49:29,245 INFO, 383,1424341305408972510,200,-378.19999999998254
2025-03-20 17:49:29,248 INFO, 526,1424258915330059799,100,201.6499999999869
2025-03-20 17:49:29,267 INFO, 383,1424341806145247919,200,-548.1999999999825
2025-03-20 17:49:29,269 INFO, 526,1424259416260052575,100,171.6499999999869
2025-03-20 17:49:29,289 INFO, 526,1424259917530060165,100,196.6499999999869
2025-03-20 17:49:29,290 INFO, 383,1424342308151135594,200,-418.19999999998254
2025-03-20 17:49:29,309 INFO, 526,1424260418600058442,100,161.6499999999869
2025-03-20 17:49:29,312 INFO, 383,1424342808231351834,200,-458.19999999998254
2025-03-20 17:49:29,330 INFO, 526,1424260918632585747,100,151.6499999999869
2025-03-20 17:49:29,334 INFO, 383,1424343308390058784,200,-228.19999999998254
2025-03-20 17:49:29,351 INFO, 526,1424261420374557580,100,76.6499999999869
2025-03-20 17:49:29,357 INFO, 383,1424343808457267143,200,-188.19999999998254
2025-03-20 17:49:29,371 INFO, 526,1424261921350060276,100,51.6499999999869
2025-03-20 17:49:29,378 INFO, 383,1424344310075194504,200,-438.19999999998254
2025-03-20 17:49:29,392 INFO, 526,1424262422210059590,100,56.6499999999869
2025-03-20 17:49:29,400 INFO, 383,1424344810628197411,200,-308.19999999998254
2025-03-20 17:49:29,413 INFO, 526,1424262923460060257,100,111.6499999999869
2025-03-20 17:49:29,422 INFO, 383,1424345311640059220,200,-518.1999999999825
2025-03-20 17:49:29,434 INFO, 526,1424263424250054628,100,101.6499999999869
2025-03-20 17:49:29,444 INFO, 383,1424345812656013943,200,-428.19999999998254
2025-03-20 17:49:29,455 INFO, 526,1424263924590058326,100,141.6499999999869
2025-03-20 17:49:29,466 INFO, 383,1424346313010072431,200,-308.19999999998254
2025-03-20 17:49:29,476 INFO, 526,1424264425150059444,100,171.6499999999869
2025-03-20 17:49:29,488 INFO, 383,1424346813806466791,200,-448.19999999998254
2025-03-20 17:49:29,497 INFO, 526,1424264925530055252,100,126.6499999999869
2025-03-20 17:49:29,510 INFO, 383,1424347314451145460,200,-448.19999999998254
2025-03-20 17:49:29,518 INFO, 526,1424265425540058968,100,126.6499999999869
2025-03-20 17:49:29,532 INFO, 383,1424347816410062658,200,-488.19999999998254
2025-03-20 17:49:29,539 INFO, 526,1424265926270058389,100,206.6499999999869
2025-03-20 17:49:29,555 INFO, 383,1424348317009334573,200,-588.1999999999825
2025-03-20 17:49:29,560 INFO, 526,1424266426890107656,100,206.6499999999869
2025-03-20 17:49:29,580 INFO, 383,1424348817319140025,200,-618.1999999999825
2025-03-20 17:49:29,581 INFO, 526,1424266927920058421,100,331.6499999999869
2025-03-20 17:49:29,603 INFO, 383,1424349317820058841,200,-528.1999999999825
2025-03-20 17:49:29,603 INFO, 526,1424267428120068096,100,226.6499999999869
2025-03-20 17:49:29,625 INFO, 526,1424267928930054523,100,121.6499999999869
2025-03-20 17:49:29,626 INFO, 383,1424349817849655303,200,-668.1999999999825
2025-03-20 17:49:29,648 INFO, 526,1424268434962153200,100,166.6499999999869
2025-03-20 17:49:29,651 INFO, 383,1424350318205705983,200,-978.1999999999825
2025-03-20 17:49:29,668 INFO, 526,1424268935080057486,100,161.6499999999869
2025-03-20 17:49:29,675 INFO, 383,1424350818611282751,200,-1078.1999999999825
2025-03-20 17:49:29,689 INFO, 526,1424269437890064822,100,221.6499999999869
2025-03-20 17:49:29,699 INFO, 383,1424351319570373550,200,-908.1999999999825
2025-03-20 17:49:29,710 INFO, 526,1424269938830058098,100,221.6499999999869
2025-03-20 17:49:29,723 INFO, 383,1424351820363513198,200,-928.1999999999825
2025-03-20 17:49:29,730 INFO, 526,1424270439390052670,100,261.6499999999869
2025-03-20 17:49:29,739 INFO, inst,timestamp,position,pnl
2025-03-20 17:49:29,747 INFO, 383,1424352320751261946,200,-978.1999999999825
2025-03-20 17:49:29,751 INFO, 526,1424270940780058392,100,266.6499999999869
2025-03-20 17:49:29,769 INFO, 7,1424251402743869530,100,977.9999999999854
2025-03-20 17:49:29,771 INFO, 383,1424352821630890526,200,-1008.1999999999825
2025-03-20 17:49:29,772 INFO, 526,1424271441280053436,100,266.6499999999869
2025-03-20 17:49:29,792 INFO, 7,1424251902749326840,100,602.9999999999854
2025-03-20 17:49:29,797 INFO, 526,1424271941594232579,100,391.6499999999869
2025-03-20 17:49:29,800 INFO, 383,1424353321910067029,200,-948.1999999999825
2025-03-20 17:49:29,815 INFO, 7,1424252409245169583,100,592.9999999999854
2025-03-20 17:49:29,826 INFO, 526,1424272442023512326,100,456.6499999999869
2025-03-20 17:49:29,828 INFO, 383,1424353822730753299,200,-878.1999999999825
2025-03-20 17:49:29,836 INFO, 7,1424252914525137121,100,802.9999999999854
2025-03-20 17:49:29,852 INFO, 526,1424272942515265802,100,471.6499999999869
2025-03-20 17:49:29,855 INFO, 383,1424354323530056525,200,-858.1999999999825
2025-03-20 17:49:29,858 INFO, 7,1424253416580067521,100,567.9999999999854
2025-03-20 17:49:29,875 INFO, 526,1424274002433888386,100,441.6499999999869
2025-03-20 17:49:29,879 INFO, 526,1424274533430430065,100,441.6499999999869
2025-03-20 17:49:29,880 INFO, 7,1424253924652495565,100,462.99999999998545
2025-03-20 17:49:29,881 INFO, 526,1424337301027923634,100,441.6499999999869
2025-03-20 17:49:29,883 INFO, 383,1424354824212935224,200,-908.1999999999825
2025-03-20 17:49:29,903 INFO, 7,1424254431250470572,100,402.99999999998545
2025-03-20 17:49:29,914 INFO, 383,1424355325015667648,200,-808.1999999999825
2025-03-20 17:49:29,918 INFO, 526,1424337801205077122,200,-127.84999999999854
2025-03-20 17:49:29,924 INFO, 7,1424254933116100142,100,702.9999999999854
2025-03-20 17:49:29,939 INFO, 383,1424355825340060377,200,-768.1999999999825
2025-03-20 17:49:29,941 INFO, 7,1424255435515082568,100,732.9999999999854
2025-03-20 17:49:29,942 INFO, 526,1424338301950099771,200,-467.84999999999854
2025-03-20 17:49:29,958 INFO, 7,1424255939144620890,100,977.9999999999854
2025-03-20 17:49:29,962 INFO, 383,1424356325365549376,200,-688.1999999999825
2025-03-20 17:49:29,964 INFO, 526,1424338802760070795,200,-87.84999999999854
2025-03-20 17:49:29,975 INFO, 7,1424256439400067897,100,1022.9999999999854
2025-03-20 17:49:29,985 INFO, 383,1424356826191618023,200,-518.1999999999825
2025-03-20 17:49:29,987 INFO, 526,1424339302915074342,200,12.150000000001455
2025-03-20 17:49:29,992 INFO, 7,1424256941700063164,100,1142.9999999999854
2025-03-20 17:49:30,008 INFO, 383,1424357327230110911,200,-438.19999999998254
2025-03-20 17:49:30,009 INFO, 7,1424257450310063823,100,752.9999999999854
2025-03-20 17:49:30,009 INFO, 526,1424339803445070508,200,82.15000000000146
2025-03-20 17:49:30,027 INFO, 7,1424257958377901733,100,532.9999999999854
2025-03-20 17:49:30,031 INFO, 526,1424340303665065435,200,252.15000000000146
2025-03-20 17:49:30,032 INFO, 383,1424357827640069205,200,-368.19999999998254
2025-03-20 17:49:30,043 INFO, 7,1424258459790129130,100,527.9999999999854
2025-03-20 17:49:30,053 INFO, 526,1424340804680067092,200,192.15000000000146
2025-03-20 17:49:30,055 INFO, 383,1424358328558764630,200,-208.19999999998254
2025-03-20 17:49:30,060 INFO, 7,1424258962660058723,100,432.99999999998545
2025-03-20 17:49:30,075 INFO, 526,1424341305730063150,200,52.150000000001455
2025-03-20 17:49:30,077 INFO, 7,1424259473235064612,100,597.9999999999854
2025-03-20 17:49:30,078 INFO, 383,1424358828620068427,200,-238.19999999998254
2025-03-20 17:49:30,093 INFO, 7,1424259976003803790,100,757.9999999999854
2025-03-20 17:49:30,097 INFO, 526,1424341807770069485,200,92.15000000000146
2025-03-20 17:49:30,104 INFO, 383,1424359328917503876,0,-228.19999999998254
2025-03-20 17:49:30,110 INFO, 7,1424260479760800428,100,847.9999999999854
2025-03-20 17:49:30,119 INFO, 526,1424342308175070618,200,42.150000000001455
2025-03-20 17:49:30,126 INFO, 7,1424260990670065372,100,772.9999999999854
2025-03-20 17:49:30,130 INFO, 383,1424360400013293382,0,-228.19999999998254
2025-03-20 17:49:30,134 INFO, 383,1424360902047817316,0,-228.19999999998254
2025-03-20 17:49:30,136 INFO, 383,1424361413487206453,0,-228.19999999998254
2025-03-20 17:49:30,140 INFO, 526,1424342808282598303,200,2.150000000001455
2025-03-20 17:49:30,142 INFO, 7,1424261491675062915,100,787.9999999999854
2025-03-20 17:49:30,159 INFO, 7,1424261991685070063,100,722.9999999999854
2025-03-20 17:49:30,162 INFO, 526,1424343309080078846,200,172.15000000000146
2025-03-20 17:49:30,175 INFO, 7,1424262508695067020,100,857.9999999999854
2025-03-20 17:49:30,183 INFO, 526,1424343810005499392,200,312.15000000000146
2025-03-20 17:49:30,192 INFO, 7,1424263011335856595,100,852.9999999999854
2025-03-20 17:49:30,204 INFO, 526,1424344310884725926,200,222.15000000000146
2025-03-20 17:49:30,212 INFO, 7,1424263527290085019,100,952.9999999999854
2025-03-20 17:49:30,229 INFO, 7,1424264038905070809,100,1047.9999999999854
2025-03-20 17:49:30,231 INFO, 526,1424344813768256944,200,372.15000000000146
2025-03-20 17:49:30,246 INFO, 7,1424264540006087855,100,1077.9999999999854
2025-03-20 17:49:30,253 INFO, 526,1424345314020072953,200,262.15000000000146
2025-03-20 17:49:30,263 INFO, 7,1424265066010066670,100,1042.9999999999854
2025-03-20 17:49:30,274 INFO, 526,1424345815550091463,200,392.15000000000146
2025-03-20 17:49:30,279 INFO, 7,1424265579560069784,100,962.9999999999854
2025-03-20 17:49:30,295 INFO, 526,1424346316479950943,200,472.15000000000146
2025-03-20 17:49:30,296 INFO, 7,1424266089435068742,100,1152.9999999999854
2025-03-20 17:49:30,313 INFO, 7,1424266591350064960,100,1237.9999999999854
2025-03-20 17:49:30,317 INFO, 526,1424346819550064840,200,392.15000000000146
2025-03-20 17:49:30,330 INFO, 7,1424267094327065248,100,1402.9999999999854
2025-03-20 17:49:30,338 INFO, 526,1424347319735066454,200,352.15000000000146
2025-03-20 17:49:30,347 INFO, 7,1424267596390069150,100,1202.9999999999854
2025-03-20 17:49:30,360 INFO, 526,1424347819780066013,200,282.15000000000146
2025-03-20 17:49:30,364 INFO, 7,1424268096855059710,100,1102.9999999999854
2025-03-20 17:49:30,381 INFO, 526,1424348319910068529,200,292.15000000000146
2025-03-20 17:49:30,381 INFO, 7,1424268598195072622,100,957.9999999999854
2025-03-20 17:49:30,398 INFO, 7,1424269099170073194,100,1022.9999999999854
2025-03-20 17:49:30,404 INFO, 526,1424348820195073586,200,282.15000000000146
2025-03-20 17:49:30,415 INFO, 7,1424269600900065170,100,1027.9999999999854
2025-03-20 17:49:30,425 INFO, 526,1424349321080071190,200,312.15000000000146
2025-03-20 17:49:30,432 INFO, 7,1424270101510077411,100,982.9999999999854
2025-03-20 17:49:30,448 INFO, 526,1424349821190063864,200,192.15000000000146
2025-03-20 17:49:30,449 INFO, 7,1424270605300066292,100,1062.9999999999854
2025-03-20 17:49:30,466 INFO, 7,1424271118585065807,100,997.9999999999854
2025-03-20 17:49:30,470 INFO, 526,1424350321500069707,200,142.15000000000146
2025-03-20 17:49:30,483 INFO, 7,1424271620798241279,100,1162.9999999999854
2025-03-20 17:49:30,493 INFO, 526,1424350822365067462,200,42.150000000001455
2025-03-20 17:49:30,504 INFO, 7,1424272121190070151,100,1097.9999999999854
2025-03-20 17:49:30,516 INFO, 526,1424351324195071148,200,102.15000000000146
2025-03-20 17:49:30,526 INFO, 7,1424272621250071485,100,1067.9999999999854
2025-03-20 17:49:30,539 INFO, 526,1424351824590059518,200,142.15000000000146
2025-03-20 17:49:30,550 INFO, 7,1424273122402519736,100,1077.9999999999854
2025-03-20 17:49:30,559 INFO, 7,1424274000210094485,100,947.9999999999854
2025-03-20 17:49:30,560 INFO, 7,1424275004602277320,100,1082.9999999999854
2025-03-20 17:49:30,561 INFO, 7,1424337301096953196,100,952.9999999999854
2025-03-20 17:49:30,562 INFO, 526,1424352325530064268,200,152.15000000000146
2025-03-20 17:49:30,586 INFO, 526,1424352825985074553,200,132.15000000000146
2025-03-20 17:49:30,589 INFO, 7,1424337801720328773,200,169.7999999999447
2025-03-20 17:49:30,608 INFO, 7,1424338301996391269,200,-900.2000000000553
2025-03-20 17:49:30,609 INFO, 526,1424353326480065834,200,192.15000000000146
2025-03-20 17:49:30,627 INFO, 7,1424338802550568211,200,-580.2000000000553
2025-03-20 17:49:30,631 INFO, 526,1424353830552266046,200,262.15000000000146
2025-03-20 17:49:30,644 INFO, 7,1424339310777583027,200,-570.2000000000553
2025-03-20 17:49:30,656 INFO, inst,timestamp,position,pnl
2025-03-20 17:49:30,656 INFO, 526,1424354332175074937,200,412.15000000000146
2025-03-20 17:49:30,664 INFO, 7,1424339811190133759,200,-440.2000000000553
2025-03-20 17:49:30,682 INFO, 7,1424340311900953133,200,-330.2000000000553
2025-03-20 17:49:30,683 INFO, 526,1424354835110074836,200,372.15000000000146
2025-03-20 17:49:30,696 INFO, 10794,1424251401615065661,100,94.00000000000546
2025-03-20 17:49:30,702 INFO, 7,1424340812718138539,200,-360.2000000000553
2025-03-20 17:49:30,709 INFO, 526,1424355335305070309,200,462.15000000000146
2025-03-20 17:49:30,719 INFO, 7,1424341314821187191,200,-680.2000000000553
2025-03-20 17:49:30,725 INFO, 10794,1424251902184969861,100,22.000000000005457
2025-03-20 17:49:30,733 INFO, 526,1424355835460070363,200,452.15000000000146
2025-03-20 17:49:30,735 INFO, 7,1424341816979891157,200,-630.2000000000553
2025-03-20 17:49:30,751 INFO, 7,1424342317631822784,200,-540.2000000000553
2025-03-20 17:49:30,752 INFO, 10794,1424252402818190103,100,31.000000000005457
2025-03-20 17:49:30,759 INFO, 526,1424356336055067060,200,512.1500000000015
2025-03-20 17:49:30,767 INFO, 7,1424342818876956802,200,-460.2000000000553
2025-03-20 17:49:30,778 INFO, 10794,1424252903702569039,100,48.00000000000546
2025-03-20 17:49:30,784 INFO, 526,1424356836335071026,200,572.1500000000015
2025-03-20 17:49:30,785 INFO, 7,1424343334090224861,200,-290.2000000000553
2025-03-20 17:49:30,802 INFO, 7,1424343837737773646,200,-140.2000000000553
2025-03-20 17:49:30,805 INFO, 10794,1424253404244850185,100,-18.999999999994543
2025-03-20 17:49:30,807 INFO, 526,1424357336390693628,200,632.1500000000015
