2025-03-20 17:49:27,053 INFO, inst,timestamp,position,pnl
2025-03-20 17:49:27,092 INFO, 1270,1424251402456347478,100,473.1499999999578
2025-03-20 17:49:27,113 INFO, 1270,1424251902830072761,100,433.1499999999578
2025-03-20 17:49:27,134 INFO, 1270,1424252403718376090,100,163.1499999999578
2025-03-20 17:49:27,156 INFO, 1270,1424252904040082456,100,473.1499999999578
2025-03-20 17:49:27,178 INFO, 1270,1424253405815093432,100,358.1499999999578
2025-03-20 17:49:27,200 INFO, 1270,1424253907073183079,100,408.1499999999578
2025-03-20 17:49:27,223 INFO, 1270,1424254407121275332,100,248.1499999999578
2025-03-20 17:49:27,245 INFO, 1270,1424254908043245138,100,408.1499999999578
2025-03-20 17:49:27,266 INFO, 1270,1424255409605073647,100,448.1499999999578
2025-03-20 17:49:27,289 INFO, 1270,1424255911555079789,100,633.1499999999578
2025-03-20 17:49:27,310 INFO, 1270,1424256412328409512,100,608.1499999999578
2025-03-20 17:49:27,331 INFO, 1270,1424256913940068744,100,693.1499999999578
2025-03-20 17:49:27,353 INFO, 1270,1424257414195068172,100,483.1499999999578
2025-03-20 17:49:27,376 INFO, 1270,1424257914320068856,100,263.1499999999578
2025-03-20 17:49:27,399 INFO, 1270,1424258414352996949,100,13.1499999999578
2025-03-20 17:49:27,468 INFO, 1270,1424258914979475165,100,188.1499999999578
2025-03-20 17:49:27,498 INFO, 1270,1424259415265082046,100,58.1499999999578
2025-03-20 17:49:27,521 INFO, 1270,1424259915740066931,100,223.1499999999578
2025-03-20 17:49:27,544 INFO, 1270,1424260418520095288,100,188.1499999999578
2025-03-20 17:49:27,567 INFO, 1270,1424260919361294105,100,173.1499999999578
2025-03-20 17:49:27,590 INFO, 1270,1424261420335075413,100,178.1499999999578
2025-03-20 17:49:27,614 INFO, 1270,1424261920945060415,100,68.1499999999578
2025-03-20 17:49:27,639 INFO, 1270,1424262421415071797,100,43.1499999999578
2025-03-20 17:49:27,664 INFO, 1270,1424262921735078175,100,13.1499999999578
2025-03-20 17:49:27,689 INFO, 1270,1424263422580071409,100,148.1499999999578
2025-03-20 17:49:27,713 INFO, 1270,1424263922660070494,100,213.1499999999578
2025-03-20 17:49:27,738 INFO, 1270,1424264422675070235,100,243.1499999999578
2025-03-20 17:49:27,762 INFO, 1270,1424264924685385574,100,133.1499999999578
2025-03-20 17:49:27,786 INFO, 1270,1424265425655064017,100,213.1499999999578
2025-03-20 17:49:27,811 INFO, 1270,1424265929092136718,100,228.1499999999578
2025-03-20 17:49:27,837 INFO, 1270,1424266429701340900,100,273.1499999999578
2025-03-20 17:49:27,863 INFO, 1270,1424266929740541043,100,593.1499999999578
2025-03-20 17:49:27,884 INFO, inst,timestamp,position,pnl
2025-03-20 17:49:27,887 INFO, 1270,1424267430375063642,100,368.1499999999578
2025-03-20 17:49:27,912 INFO, 1270,1424267930499448681,100,288.1499999999578
2025-03-20 17:49:27,917 INFO, 383,1424251401691343074,100,464.25000000000364
2025-03-20 17:49:27,935 INFO, 1270,1424268431280064250,100,348.1499999999578
2025-03-20 17:49:27,946 INFO, 383,1424251902626182811,100,229.25000000000364
2025-03-20 17:49:27,962 INFO, 1270,1424268931300066223,100,408.1499999999578
2025-03-20 17:49:27,973 INFO, 383,1424252403630694732,100,209.25000000000364
2025-03-20 17:49:27,987 INFO, 1270,1424269433765065475,100,523.1499999999578
2025-03-20 17:49:27,998 INFO, 383,1424252904006622162,100,329.25000000000364
2025-03-20 17:49:28,011 INFO, 1270,1424269934360067041,100,423.1499999999578
2025-03-20 17:49:28,024 INFO, 383,1424253404034014454,100,159.25000000000364
2025-03-20 17:49:28,036 INFO, 1270,1424270434980064324,100,378.1499999999578
2025-03-20 17:49:28,050 INFO, 383,1424253904935128186,100,124.25000000000364
2025-03-20 17:49:28,060 INFO, 1270,1424270939494133977,100,483.1499999999578
2025-03-20 17:49:28,074 INFO, 383,1424254405971591263,100,124.25000000000364
2025-03-20 17:49:28,082 INFO, 1270,1424271440465065769,100,593.1499999999578
2025-03-20 17:49:28,098 INFO, 383,1424254906705923099,100,199.25000000000364
2025-03-20 17:49:28,105 INFO, 1270,1424271940645063579,100,758.1499999999578
2025-03-20 17:49:28,121 INFO, 383,1424255407707607742,100,204.25000000000364
2025-03-20 17:49:28,127 INFO, 1270,1424272441330071442,100,618.1499999999578
2025-03-20 17:49:28,145 INFO, 383,1424255908164661358,100,504.25000000000364
2025-03-20 17:49:28,151 INFO, 1270,1424272941500072971,100,688.1499999999578
2025-03-20 17:49:28,169 INFO, 1270,1424274000081989336,100,843.1499999999578
2025-03-20 17:49:28,170 INFO, 383,1424256408882770931,100,489.25000000000364
2025-03-20 17:49:28,170 INFO, 1270,1424337301096815362,100,843.1499999999578
2025-03-20 17:49:28,193 INFO, 383,1424256909376394857,100,569.2500000000036
2025-03-20 17:49:28,198 INFO, 1270,1424337801582087510,200,-430.30000000001746
2025-03-20 17:49:28,218 INFO, 383,1424257409765070282,100,484.25000000000364
