Token,PNL,Volume traded,Total orders,Winning trades,Annualised Sharpe ratio,Drawdown
1270,2.0999999999994543,32,32,10,3.786523850354785,-1.9375000000000577
383,5.349999999998545,68,68,24,7.432100315499597,-0.43478260869566077
