Token,PNL,Volume traded,Total orders,Winning trades,Annualised Sharpe ratio,Drawdown
1270,4.7000000000000455,8,8,4,45.49063386584634,0.0
383,2.2499999999986358,28,28,9,7.778963505016596,-1.4999999999999052
