2025-03-25 13:36:59,074 INFO, id, order_time, order_timestamp, fill_time, fill_timestamp, price, inst, side, status, quantity, fill_price, order_type, signal
2025-03-25 13:36:59,491 INFO, id, order_time, order_timestamp, fill_time, fill_timestamp, price, inst, side, status, quantity, fill_price, order_type, signal
2025-03-25 13:36:59,573 INFO, 0, 1424251650832244386, 2015-02-18 09:27:30, 1424251651833145139, 2015-02-18 09:27:31, 247.05, 383, BUY, FILLED, 1,247.0, AGGRESSIVE, 
2025-03-25 13:36:59,579 INFO, 1, 1424251700496858277, 2015-02-18 09:28:20, 1424251701497671868, 2015-02-18 09:28:21, 247.35, 383, SELL, FILLED, 1,247.3, AGGRESSIVE, 
2025-03-25 13:36:59,773 INFO, 2, 1424253250418909012, 2015-02-18 09:54:10, 1424253251426845007, 2015-02-18 09:54:11, 244.6, 383, BUY, FILLED, 1,244.65, AGGRESSIVE, 
2025-03-25 13:36:59,780 INFO, 3, 1424253300304230891, 2015-02-18 09:55:00, 1424253301311970210, 2015-02-18 09:55:01, 245.05, 383, SELL, FILLED, 1,244.9, AGGRESSIVE, 
2025-03-25 13:37:00,148 INFO, 4, 1424256375644522623, 2015-02-18 10:46:15, 1424256376655616272, 2015-02-18 10:46:16, 248.25, 383, BUY, FILLED, 1,248.3, AGGRESSIVE, 
2025-03-25 13:37:00,154 INFO, 5, 1424256425513229313, 2015-02-18 10:47:05, 1424256426533190699, 2015-02-18 10:47:06, 248.75, 383, SELL, FILLED, 1,248.8, AGGRESSIVE, 
2025-03-25 13:37:00,300 INFO, 6, 1424257631015652999, 2015-02-18 11:07:11, 1424257632090067646, 2015-02-18 11:07:12, 248.1, 383, SELL, FILLED, 1,248.2, AGGRESSIVE, 
2025-03-25 13:37:00,306 INFO, 7, 1424257681031155223, 2015-02-18 11:08:01, 1424257682090065849, 2015-02-18 11:08:02, 247.95, 383, BUY, FILLED, 1,248.2, AGGRESSIVE, 
2025-03-25 13:37:01,418 INFO, 8, 1424267190829240150, 2015-02-18 13:46:30, 1424267191872217132, 2015-02-18 13:46:31, 247.5, 383, BUY, FILLED, 1,247.65, AGGRESSIVE, 
2025-03-25 13:37:01,424 INFO, 9, 1424267240510308125, 2015-02-18 13:47:20, 1424267241664128482, 2015-02-18 13:47:21, 247.7, 383, SELL, FILLED, 1,247.55, AGGRESSIVE, 
